memberNumber,purchaseDate,itemName,Frequency
3866,2016-04-21,root vegetables,1
1882,2016-07-09,chicken,1
2574,2016-08-25,turkey,1
2011,2016-12-22,soda,1
4223,2016-07-20,root vegetables,1
2068,2016-04-07,sausage,1
3035,2016-05-09,pastry,1
2597,2016-05-08,sausage,1
1306,2016-01-08,yogurt,1
1789,2016-04-24,pip fruit,1
1003,2016-02-10,sausage,1
3378,2016-01-13,ham,1
4460,2016-05-01,meat,1
1961,2016-06-21,other vegetables,1
4576,2016-06-18,meat,1
3061,2016-02-10,rolls/buns,1
1016,2016-07-19,chicken,1
3528,2016-05-19,sausage,1
4566,2016-03-10,canned beer,1
1979,2016-11-20,yogurt,1
3662,2016-12-03,chicken,1
2700,2016-05-13,hamburger meat,1
2432,2016-12-12,whole milk,1
2693,2016-08-17,frankfurter,1
1456,2016-11-20,newspapers,1
4081,2016-10-20,whole milk,1
4588,2016-06-30,rolls/buns,1
1892,2016-03-08,other vegetables,1
1922,2016-02-07,sausage,1
1440,2016-12-06,sausage,1
1420,2016-06-19,canned beer,1
2273,2016-10-21,tropical fruit,1
4910,2016-11-25,condensed milk,1
4593,2016-08-04,margarine,1
1380,2016-11-21,whole milk,1
4035,2016-07-26,yogurt,1
3063,2016-12-28,processed cheese,1
2558,2016-08-12,grapes,1
1744,2016-06-27,canned beer,1
3162,2016-06-06,soda,1
3216,2016-02-12,whole milk,1
4783,2016-01-27,sausage,1
2592,2016-09-25,pork,1
3141,2016-07-19,pork,1
2315,2016-12-20,turkey,1
3318,2016-01-12,other vegetables,1
4594,2016-05-02,whipped/sour cream,1
2428,2016-08-14,hard cheese,1
4613,2016-05-17,pork,1
1676,2016-10-11,citrus fruit,1
1259,2016-11-21,sausage,1
3930,2016-07-12,citrus fruit,1
3995,2016-06-26,other vegetables,1
1038,2016-12-14,Instant food products,1
4794,2016-09-06,sausage,1
3960,2016-09-21,frankfurter,1
3077,2016-01-05,chicken,1
1161,2016-03-14,other vegetables,1
1800,2016-04-16,chicken,1
1717,2016-11-09,chicken,1
1888,2016-06-06,ham,1
2138,2016-03-04,pip fruit,1
1866,2016-02-13,sausage,1
4745,2016-09-29,ham,1
1269,2016-09-12,other vegetables,1
4721,2016-06-15,sausage,1
2885,2016-03-22,tropical fruit,1
1435,2016-04-24,ham,1
1887,2016-02-03,tropical fruit,1
4776,2016-03-26,canned beer,1
4313,2016-05-16,sugar,1
3545,2016-08-28,bottled water,1
2307,2016-03-12,whole milk,1
1215,2016-01-18,pip fruit,1
1428,2016-01-18,rolls/buns,1
4297,2016-10-27,whole milk,1
1812,2016-10-14,hamburger meat,1
2217,2016-12-02,soda,1
2378,2016-04-15,whipped/sour cream,1
2397,2016-06-23,organic sausage,1
3419,2016-08-20,onions,1
4131,2016-03-29,sausage,1
2220,2016-08-04,sausage,1
3870,2016-03-21,root vegetables,1
1483,2016-06-14,root vegetables,1
3449,2016-11-29,pork,1
1959,2016-12-13,whole milk,1
4825,2016-01-17,ham,1
3289,2016-05-02,frankfurter,1
1256,2016-08-29,UHT-milk,1
3369,2016-03-23,frozen vegetables,1
2191,2016-10-25,pip fruit,1
4645,2016-12-06,tropical fruit,1
3818,2016-08-08,meat,1
3857,2016-11-04,other vegetables,1
3651,2016-07-31,root vegetables,1
3689,2016-07-29,liqueur,1
2361,2016-10-03,soda,1
2513,2016-12-15,margarine,1
2110,2016-07-29,frankfurter,1
4895,2016-07-21,sugar,1
2756,2016-07-31,sausage,1
1960,2016-01-09,chicken,1
3924,2016-10-29,domestic eggs,1
3020,2016-08-27,condensed milk,1
4531,2016-08-10,canned beer,1
4901,2016-02-14,frankfurter,1
3787,2016-09-24,pork,1
3688,2016-09-24,whole milk,1
4717,2016-04-10,tropical fruit,1
2210,2016-09-25,pork,1
4152,2016-05-29,root vegetables,1
4507,2016-06-18,citrus fruit,1
1118,2016-05-13,house keeping products,1
4953,2016-05-07,pip fruit,1
4417,2016-01-21,ham,1
2358,2016-12-15,waffles,1
3122,2016-02-05,beverages,1
3920,2016-05-10,beverages,1
4592,2016-12-08,citrus fruit,1
1326,2016-11-09,ice cream,1
3729,2016-11-29,salty snack,1
2627,2016-10-31,rolls/buns,1
3393,2016-11-07,white bread,1
4302,2016-08-03,tropical fruit,1
1734,2016-02-15,chocolate,1
3635,2016-02-26,whole milk,1
3232,2016-12-18,yogurt,1
2805,2016-04-18,coffee,1
2214,2016-01-19,soda,1
4725,2016-12-02,butter milk,1
4975,2016-11-02,pork,1
3393,2016-02-23,condensed milk,1
4456,2016-08-08,sugar,1
4744,2016-08-29,frankfurter,1
1264,2016-07-30,sausage,1
3104,2016-05-18,bottled water,1
4966,2016-01-25,sausage,1
4183,2016-01-15,salty snack,1
3786,2016-02-10,light bulbs,1
3299,2016-02-28,onions,1
1656,2016-07-07,tropical fruit,1
4753,2016-03-05,soups,1
2857,2016-04-18,whole milk,1
3692,2016-10-18,bottled water,1
2613,2016-08-23,other vegetables,1
3509,2016-07-08,soda,1
3048,2016-10-06,frankfurter,1
1160,2016-08-21,domestic eggs,1
2629,2016-04-26,curd cheese,1
1444,2016-06-06,butter,1
2578,2016-12-01,whole milk,1
4184,2016-06-28,pastry,1
3201,2016-11-27,tropical fruit,1
3311,2016-05-02,misc. beverages,1
4294,2016-01-08,other vegetables,1
2283,2016-01-18,root vegetables,1
3325,2016-11-07,ham,1
3621,2016-11-02,rolls/buns,1
1968,2016-10-03,pastry,1
3717,2016-04-01,fruit/vegetable juice,1
4704,2016-08-18,chewing gum,1
3904,2016-05-11,sausage,1
2336,2016-10-07,other vegetables,1
3546,2016-11-22,whole milk,1
3797,2016-08-23,root vegetables,1
4607,2016-12-15,ice cream,1
4522,2016-05-18,canned beer,1
4695,2016-10-13,tropical fruit,1
4919,2016-03-30,citrus fruit,1
3289,2016-03-15,specialty chocolate,1
1200,2016-09-26,candy,1
3789,2016-09-06,margarine,1
1289,2016-11-08,other vegetables,1
2415,2016-04-29,tropical fruit,1
1943,2016-09-30,tropical fruit,1
3685,2016-08-26,specialty chocolate,1
3447,2016-11-27,frankfurter,1
2164,2016-10-08,misc. beverages,1
4107,2016-02-05,tropical fruit,1
2744,2016-05-19,ham,1
1051,2016-08-12,other vegetables,1
2087,2016-04-09,tropical fruit,1
1020,2016-10-13,canned beer,1
4546,2016-04-09,beef,1
1182,2016-11-29,hamburger meat,1
2727,2016-12-15,whole milk,1
4314,2016-04-29,finished products,1
2745,2016-02-19,other vegetables,1
3147,2016-02-20,citrus fruit,1
2677,2016-12-07,sausage,1
2321,2016-04-08,sausage,1
4708,2016-10-02,pork,1
3225,2016-12-12,berries,1
3401,2016-09-28,sausage,1
3735,2016-04-27,berries,1
2486,2016-11-25,sausage,1
4790,2016-08-15,pasta,1
1730,2016-09-19,other vegetables,1
4724,2016-02-12,sausage,1
4951,2016-01-09,other vegetables,1
1341,2016-10-30,frankfurter,1
4519,2016-09-02,sausage,1
2914,2016-04-01,UHT-milk,1
3916,2016-10-04,whole milk,1
4145,2016-04-11,misc. beverages,1
3657,2016-01-27,liver loaf,1
2546,2016-05-07,pet care,1
2738,2016-02-03,whole milk,1
1491,2016-12-30,chicken,1
3268,2016-04-18,dessert,1
1820,2016-04-07,pork,1
1923,2016-12-06,beef,1
2968,2016-10-17,soda,1
4970,2016-08-08,pet care,1
4827,2016-10-03,root vegetables,1
3474,2016-04-07,tropical fruit,1
4417,2016-03-19,chicken,1
3061,2016-11-05,soda,1
4364,2016-05-25,chicken,1
2887,2016-01-17,tropical fruit,1
1292,2016-10-24,beverages,1
1693,2016-12-27,onions,1
2267,2016-01-07,whole milk,1
2663,2016-09-10,chicken,1
1551,2016-06-11,tropical fruit,1
3421,2016-05-12,citrus fruit,1
2785,2016-07-12,semi-finished bread,1
4326,2016-05-02,tropical fruit,1
2871,2016-12-20,hamburger meat,1
4969,2016-05-26,sausage,1
3463,2016-09-24,tropical fruit,1
1504,2016-11-30,curd,1
2528,2016-10-19,tropical fruit,1
1959,2016-05-15,tropical fruit,1
2479,2016-01-13,whole milk,1
4809,2016-04-13,zwieback,1
4047,2016-03-06,cream cheese,1
2781,2016-01-11,rolls/buns,1
1837,2016-01-03,meat,1
3288,2016-04-26,brown bread,1
1152,2016-04-20,soda,1
1641,2016-06-23,UHT-milk,1
2685,2016-07-19,frankfurter,1
3599,2016-01-08,meat,1
2114,2016-11-06,whole milk,1
2019,2016-09-08,sausage,1
4019,2016-03-19,herbs,1
3663,2016-06-28,whole milk,1
3170,2016-12-03,other vegetables,1
3537,2016-09-24,brown bread,1
3918,2016-06-22,whipped/sour cream,1
3507,2016-07-22,other vegetables,1
4453,2016-05-22,pork,1
2769,2016-07-31,flower soil/fertilizer,1
4151,2016-11-02,whole milk,1
2291,2016-04-10,grapes,1
1677,2016-02-21,liver loaf,1
1499,2016-03-06,rolls/buns,1
2274,2016-01-05,citrus fruit,1
2186,2016-04-02,sausage,1
4437,2016-08-07,pastry,1
4856,2016-01-03,beverages,1
3413,2016-09-23,beverages,1
4741,2016-09-25,other vegetables,1
4406,2016-05-27,tropical fruit,1
2601,2016-04-30,beef,1
4845,2016-10-12,frozen dessert,1
3695,2016-07-09,soda,1
2202,2016-02-28,pork,1
1027,2016-02-25,rolls/buns,1
1744,2016-09-28,domestic eggs,1
4864,2016-12-04,whole milk,1
3730,2016-07-27,candy,1
2127,2016-01-01,pork,1
2672,2016-11-26,frankfurter,1
1930,2016-02-02,ham,1
3623,2016-05-07,salty snack,1
4082,2016-05-01,whole milk,1
4387,2016-07-26,canned beer,1
4424,2016-08-22,newspapers,1
3630,2016-07-24,hard cheese,1
2202,2016-05-28,tropical fruit,1
3036,2016-09-18,yogurt,1
4529,2016-05-10,tropical fruit,1
1968,2016-02-16,whole milk,1
1511,2016-03-22,ice cream,1
1503,2016-08-17,bottled beer,1
2091,2016-07-30,citrus fruit,1
1651,2016-02-22,hamburger meat,1
1553,2016-03-20,frozen fish,1
4746,2016-12-09,frozen vegetables,1
2902,2016-06-12,tropical fruit,1
4205,2016-01-29,citrus fruit,1
1508,2016-11-15,sausage,1
2403,2016-12-01,whipped/sour cream,1
4705,2016-05-22,sausage,1
1285,2016-07-21,yogurt,1
4238,2016-12-03,pastry,1
1938,2016-05-08,pork,1
3402,2016-05-23,curd,1
4031,2016-10-18,sausage,1
1739,2016-05-31,sausage,1
2104,2016-02-27,berries,1
4516,2016-12-07,root vegetables,1
3485,2016-07-22,rolls/buns,1
4462,2016-06-07,domestic eggs,1
2544,2016-01-29,tidbits,1
2805,2016-08-30,curd,1
2969,2016-08-24,hygiene articles,1
3563,2016-11-25,spread cheese,1
2683,2016-01-18,berries,1
3776,2016-07-18,coffee,1
1331,2016-11-29,other vegetables,1
1498,2016-05-28,frankfurter,1
3890,2016-01-11,sausage,1
4559,2016-02-07,ice cream,1
2723,2016-01-31,frankfurter,1
2925,2016-12-11,dessert,1
3684,2016-02-15,ham,1
1770,2016-11-19,semi-finished bread,1
3661,2016-06-17,whole milk,1
1044,2016-10-25,root vegetables,1
3031,2016-11-25,beef,1
3028,2016-05-19,citrus fruit,1
3035,2016-03-04,citrus fruit,1
3189,2016-11-23,bottled water,1
3766,2016-11-08,pork,1
4540,2016-08-04,frankfurter,1
4362,2016-07-11,berries,1
4355,2016-11-21,bottled beer,1
1510,2016-10-25,ham,1
4299,2016-08-14,whole milk,1
1982,2016-12-14,coffee,1
3365,2016-08-13,chicken,1
3653,2016-11-09,frankfurter,1
1795,2016-04-03,beef,1
4693,2016-04-24,canned beer,1
4219,2016-10-16,rolls/buns,1
3636,2016-05-14,whole milk,1
1595,2016-04-11,pip fruit,1
3196,2016-05-05,soda,1
2657,2016-05-21,bottled beer,1
4656,2016-10-14,frankfurter,1
4239,2016-02-11,sausage,1
1510,2016-08-21,other vegetables,1
3462,2016-01-21,soda,1
3794,2016-11-01,onions,1
1408,2016-03-01,root vegetables,1
3686,2016-08-29,other vegetables,1
2273,2016-02-28,chewing gum,1
4693,2016-03-13,fruit/vegetable juice,1
2597,2016-02-13,pork,1
1551,2016-07-21,dessert,1
2888,2016-01-08,flour,1
1631,2016-08-14,tropical fruit,1
3564,2016-07-04,pip fruit,1
4277,2016-11-25,yogurt,1
4410,2016-10-12,ice cream,1
3455,2016-11-18,pastry,1
2467,2016-07-05,whole milk,1
2235,2016-01-19,citrus fruit,1
2145,2016-01-21,onions,1
3310,2016-03-08,berries,1
2876,2016-09-19,tropical fruit,1
3736,2016-02-26,bottled water,1
3402,2016-08-16,whole milk,1
1397,2016-12-21,UHT-milk,1
3497,2016-08-15,pork,1
3044,2016-06-07,pastry,1
1296,2016-11-23,other vegetables,1
3999,2016-11-16,frozen meals,1
2492,2016-11-10,root vegetables,1
1572,2016-09-21,soda,1
4224,2016-01-29,chicken,1
2352,2016-01-31,dessert,1
3609,2016-02-23,sausage,1
4142,2016-11-17,other vegetables,1
2736,2016-12-26,soda,1
2517,2016-03-20,beef,1
4999,2016-02-18,berries,1
4338,2016-03-24,ham,1
2215,2016-11-26,citrus fruit,1
2745,2016-04-21,berries,1
2861,2016-03-12,meat,1
3553,2016-05-10,coffee,1
2993,2016-05-05,long life bakery product,1
4365,2016-02-20,whole milk,1
2860,2016-12-20,root vegetables,1
3760,2016-11-22,pork,1
2505,2016-04-22,yogurt,1
1485,2016-07-12,soda,1
4608,2016-04-27,frankfurter,1
2873,2016-07-15,photo/film,1
4848,2016-07-07,tropical fruit,1
2550,2016-12-23,chicken,1
2085,2016-04-22,soda,1
2549,2016-08-24,sausage,1
1200,2016-08-08,citrus fruit,1
3463,2016-05-09,pastry,1
3583,2016-08-02,root vegetables,1
1276,2016-03-26,hard cheese,1
2951,2016-12-22,curd,1
4970,2016-07-23,berries,1
1492,2016-01-20,cat food,1
3864,2016-08-26,bottled water,1
2506,2016-11-17,soda,1
4285,2016-04-22,fruit/vegetable juice,1
4822,2016-02-26,brown bread,1
3588,2016-12-15,citrus fruit,1
2520,2016-12-06,whipped/sour cream,1
1088,2016-01-14,yogurt,1
1486,2016-09-23,chicken,1
4080,2016-07-03,photo/film,1
3058,2016-07-27,sausage,1
3133,2016-12-01,tropical fruit,1
1731,2016-08-17,whole milk,1
2436,2016-02-17,butter,1
3452,2016-05-15,citrus fruit,1
2761,2016-01-11,pork,1
1705,2016-07-28,frozen fish,1
3221,2016-04-01,beef,1
1384,2016-12-19,other vegetables,1
4570,2016-08-22,chicken,1
2506,2016-12-27,beverages,1
3380,2016-04-23,pork,1
2765,2016-11-30,candy,1
4840,2016-06-05,whole milk,1
1685,2016-08-18,other vegetables,1
2028,2016-03-01,coffee,1
1125,2016-08-27,sausage,1
1054,2016-09-02,bottled beer,1
4274,2016-01-23,soda,1
2710,2016-10-14,frankfurter,1
2699,2016-11-28,whipped/sour cream,1
1918,2016-09-29,tropical fruit,1
4936,2016-03-02,sausage,1
2535,2016-03-20,rolls/buns,1
4495,2016-08-24,other vegetables,1
4216,2016-02-24,citrus fruit,1
1515,2016-09-21,pastry,1
2604,2016-01-26,citrus fruit,1
4820,2016-12-07,pet care,1
2340,2016-11-28,butter,1
2864,2016-03-13,citrus fruit,1
1366,2016-11-29,whole milk,1
3317,2016-06-29,pork,1
4218,2016-01-11,ham,1
3958,2016-11-04,soda,1
1309,2016-04-01,tropical fruit,1
1394,2016-05-24,ham,1
4412,2016-05-04,sausage,1
3649,2016-06-21,dishes,1
4805,2016-10-13,other vegetables,1
1599,2016-04-20,semi-finished bread,1
4321,2016-09-12,sausage,1
3397,2016-02-20,citrus fruit,1
3767,2016-06-06,bottled beer,1
2781,2016-06-01,soda,1
3750,2016-05-17,pastry,1
4574,2016-11-27,bottled beer,1
4180,2016-04-01,specialty chocolate,1
3897,2016-02-01,soda,1
4333,2016-07-01,misc. beverages,1
3796,2016-06-06,seasonal products,1
2240,2016-05-18,citrus fruit,1
2967,2016-02-06,yogurt,1
2581,2016-12-14,meat,1
1248,2016-12-15,frankfurter,1
3830,2016-10-18,frankfurter,1
3976,2016-05-08,packaged fruit/vegetables,1
1842,2016-02-23,root vegetables,1
1626,2016-02-18,pastry,1
4059,2016-01-05,frankfurter,1
2370,2016-09-12,whole milk,1
4466,2016-09-03,citrus fruit,1
2404,2016-02-10,beef,1
3224,2016-03-14,frankfurter,1
1478,2016-02-12,pork,1
2229,2016-12-22,sausage,1
4418,2016-10-04,whipped/sour cream,1
3571,2016-07-07,coffee,1
2234,2016-02-27,sausage,1
3416,2016-02-07,tropical fruit,1
3429,2016-06-29,pork,1
1046,2016-06-24,pork,1
4498,2016-04-19,other vegetables,1
2152,2016-09-03,chicken,1
1425,2016-03-18,ham,1
3946,2016-11-19,root vegetables,1
1009,2016-05-14,tropical fruit,1
2825,2016-12-25,soda,1
4592,2016-06-22,whole milk,1
1449,2016-05-27,whole milk,1
1837,2016-06-18,bottled beer,1
4322,2016-10-31,brown bread,1
2039,2016-06-18,bottled beer,1
3999,2016-05-19,dessert,1
1183,2016-01-04,sausage,1
2441,2016-07-03,meat,1
2739,2016-09-19,pip fruit,1
3049,2016-02-05,beef,1
1697,2016-05-29,root vegetables,1
4109,2016-08-24,dessert,1
3217,2016-03-20,dessert,1
4879,2016-10-12,other vegetables,1
3505,2016-10-11,beverages,1
4292,2016-10-26,frankfurter,1
4813,2016-08-04,citrus fruit,1
1379,2016-04-17,pastry,1
3410,2016-05-31,yogurt,1
4074,2016-09-10,whole milk,1
3438,2016-01-04,sausage,1
2919,2016-06-30,pip fruit,1
1401,2016-05-29,sausage,1
2074,2016-12-20,bottled water,1
4193,2016-08-30,meat,1
1195,2016-11-04,finished products,1
4850,2016-07-15,other vegetables,1
3255,2016-01-08,domestic eggs,1
2572,2016-05-27,soda,1
3803,2016-12-14,chicken,1
3342,2016-06-22,sausage,1
3167,2016-08-20,soda,1
3517,2016-07-14,whole milk,1
1391,2016-03-14,rolls/buns,1
2682,2016-01-20,canned beer,1
1363,2016-01-15,bottled beer,1
4849,2016-05-17,citrus fruit,1
3107,2016-11-16,napkins,1
2171,2016-04-22,beef,1
2286,2016-06-19,canned beer,1
1449,2016-10-03,ham,1
2192,2016-02-10,frankfurter,1
1926,2016-05-29,yogurt,1
1245,2016-12-04,turkey,1
4034,2016-11-13,whole milk,1
3719,2016-02-22,yogurt,1
1033,2016-06-15,chicken,1
1293,2016-10-26,whole milk,1
3737,2016-12-12,sausage,1
1114,2016-04-26,chicken,1
2286,2016-12-04,citrus fruit,1
1782,2016-09-13,tropical fruit,1
2837,2016-09-19,rolls/buns,1
2011,2016-12-23,UHT-milk,1
3067,2016-09-22,candy,1
3191,2016-12-30,pip fruit,1
4161,2016-09-24,whole milk,1
2526,2016-10-16,coffee,1
1582,2016-07-08,sausage,1
3663,2016-11-20,citrus fruit,1
1237,2016-03-08,rolls/buns,1
2635,2016-09-17,whole milk,1
3034,2016-05-22,whipped/sour cream,1
3005,2016-07-12,citrus fruit,1
2476,2016-07-30,butter milk,1
1052,2016-05-15,frankfurter,1
3781,2016-09-23,frankfurter,1
4736,2016-04-03,beef,1
4101,2016-01-30,chicken,1
2535,2016-10-17,canned beer,1
1924,2016-09-07,sausage,1
3079,2016-01-04,specialty bar,1
4270,2016-02-08,bottled water,1
2797,2016-09-12,chicken,1
3813,2016-01-18,whole milk,1
4412,2016-12-20,sausage,1
2997,2016-06-02,canned beer,1
3703,2016-03-24,rolls/buns,1
2260,2016-10-02,bottled water,1
3583,2016-12-03,soda,1
2513,2016-01-30,chicken,1
4336,2016-09-25,beverages,1
2017,2016-02-19,nuts/prunes,1
2787,2016-05-09,rolls/buns,1
3460,2016-09-14,other vegetables,1
4056,2016-08-29,packaged fruit/vegetables,1
2063,2016-08-23,sausage,1
2085,2016-04-04,pip fruit,1
3778,2016-03-13,soda,1
2691,2016-03-09,liver loaf,1
2534,2016-11-08,pork,1
2315,2016-12-17,chicken,1
1094,2016-05-16,tropical fruit,1
4529,2016-05-24,flower soil/fertilizer,1
2745,2016-04-29,meat,1
4352,2016-11-28,sausage,1
2783,2016-03-31,citrus fruit,1
3280,2016-04-14,beef,1
3473,2016-04-07,whole milk,1
3476,2016-06-28,whipped/sour cream,1
2173,2016-08-11,chicken,1
4170,2016-05-11,chicken,1
1596,2016-07-14,bottled water,1
1265,2016-04-13,pork,1
1259,2016-09-20,ice cream,1
4102,2016-10-23,ham,1
3465,2016-04-16,butter milk,1
3504,2016-11-05,frankfurter,1
3336,2016-03-26,pork,1
3001,2016-11-14,sausage,1
4078,2016-04-18,berries,1
3244,2016-11-20,sausage,1
3544,2016-03-10,whole milk,1
2760,2016-04-14,other vegetables,1
4643,2016-12-02,sausage,1
3601,2016-12-20,rolls/buns,1
2275,2016-08-02,yogurt,1
3082,2016-04-10,root vegetables,1
4273,2016-01-22,rolls/buns,1
1951,2016-10-22,herbs,1
3589,2016-01-31,other vegetables,1
2404,2016-10-15,pip fruit,1
3619,2016-04-07,pork,1
4733,2016-03-09,soda,1
4868,2016-05-02,onions,1
3410,2016-07-03,other vegetables,1
4937,2016-02-14,hamburger meat,1
2979,2016-08-09,rum,1
2278,2016-08-10,shopping bags,1
4512,2016-11-08,other vegetables,1
1940,2016-11-18,beef,1
1867,2016-03-29,root vegetables,1
1888,2016-05-21,frankfurter,1
2073,2016-06-18,frankfurter,1
4023,2016-01-21,ice cream,1
4416,2016-10-29,pastry,1
4210,2016-08-07,chicken,1
1520,2016-02-26,baking powder,1
1890,2016-04-20,berries,1
3079,2016-01-30,pet care,1
1772,2016-11-02,misc. beverages,1
1361,2016-07-12,sausage,1
4073,2016-02-13,whipped/sour cream,1
2128,2016-04-24,rolls/buns,1
1882,2016-09-25,fish,1
4895,2016-06-01,tropical fruit,1
1431,2016-03-05,other vegetables,1
2159,2016-07-17,ham,1
2666,2016-12-14,meat,1
2986,2016-05-19,margarine,1
3491,2016-10-26,sausage,1
3844,2016-08-14,citrus fruit,1
4002,2016-04-30,sausage,1
3963,2016-01-26,sausage,1
2997,2016-08-03,other vegetables,1
4122,2016-06-05,meat,1
4326,2016-04-11,soda,1
4331,2016-09-10,sausage,1
4199,2016-12-29,pip fruit,1
1910,2016-09-25,tropical fruit,1
2713,2016-08-18,other vegetables,1
4535,2016-12-05,pastry,1
1529,2016-06-17,frankfurter,1
4361,2016-02-18,domestic eggs,1
1208,2016-08-21,rolls/buns,1
1789,2016-10-22,citrus fruit,1
4592,2016-08-07,domestic eggs,1
2141,2016-03-08,citrus fruit,1
1425,2016-09-24,citrus fruit,1
3264,2016-01-13,sausage,1
4575,2016-12-10,ice cream,1
1042,2016-05-22,citrus fruit,1
4624,2016-05-18,pip fruit,1
1692,2016-05-08,citrus fruit,1
4861,2016-03-28,brown bread,1
1409,2016-07-28,sausage,1
4403,2016-05-08,canned beer,1
1000,2016-11-25,sausage,1
2359,2016-08-28,canned beer,1
1613,2016-08-08,soda,1
2632,2016-08-17,citrus fruit,1
3974,2016-06-19,sausage,1
1742,2016-11-27,other vegetables,1
3281,2016-10-25,beef,1
2610,2016-10-21,meat,1
3209,2016-01-25,canned beer,1
1032,2016-07-13,ice cream,1
2257,2016-05-15,soda,1
4500,2016-06-08,whole milk,1
2134,2016-08-27,pastry,1
4542,2016-01-18,whipped/sour cream,1
1921,2016-02-23,chocolate,1
3363,2016-12-29,pork,1
3220,2016-11-07,rolls/buns,1
2547,2016-04-06,frankfurter,1
3675,2016-08-03,salty snack,1
3410,2016-08-30,photo/film,1
3721,2016-07-04,photo/film,1
2204,2016-09-27,soda,1
2251,2016-02-27,bottled beer,1
4706,2016-08-07,frozen meals,1
1762,2016-01-21,citrus fruit,1
2996,2016-01-08,domestic eggs,1
3727,2016-05-19,tropical fruit,1
4230,2016-06-25,seasonal products,1
2089,2016-10-16,grapes,1
1452,2016-05-21,shopping bags,1
