memberNumber,purchaseDate,itemName
3178,2015-02-01,butter
3039,2015-10-15,butter
4206,2015-12-11,whole milk
3893,2015-10-09,sausage
4963,2015-12-29,white wine
1829,2015-10-12,beverages
1716,2015-05-31,whole milk
1575,2015-04-05,dessert
3900,2015-01-23,canned vegetables
4076,2015-04-07,tropical fruit
3420,2015-10-15,margarine
1887,2015-05-24,oil
4376,2015-02-15,other vegetables
4837,2015-07-07,other vegetables
3698,2015-03-01,yogurt
3288,2015-04-22,pip fruit
3044,2015-05-20,rolls/buns
3877,2015-06-27,whole milk
2040,2015-05-01,rolls/buns
2557,2015-10-19,sausage
4672,2015-11-21,cream cheese
1559,2015-08-09,sausage
4340,2015-06-27,bottled beer
1393,2015-07-21,yogurt
3695,2015-01-20,frozen vegetables
3078,2015-12-17,yogurt
4937,2015-09-06,curd
1638,2015-08-14,prosecco
1908,2015-12-19,frozen vegetables
2104,2015-09-25,whole milk
3566,2015-01-16,other vegetables
2279,2015-11-25,bottled water
1033,2015-04-18,fruit/vegetable juice
3146,2015-06-27,rolls/buns
4121,2015-06-06,yogurt
3798,2015-02-15,chocolate marshmallow
3939,2015-09-25,pip fruit
3473,2015-08-02,tropical fruit
1750,2015-07-17,root vegetables
3994,2015-12-02,soft cheese
3916,2015-05-24,canned beer
3779,2015-09-27,liquor
2547,2015-02-12,soda
4392,2015-01-17,pork
3554,2015-11-05,artif. sweetener
4534,2015-10-15,soda
2040,2015-07-31,canned beer
4575,2015-05-03,rolls/buns
3086,2015-04-14,rolls/buns
4479,2015-07-02,brown bread
3022,2015-04-24,whole milk
3248,2015-11-09,soda
4501,2015-09-08,chicken
1023,2015-05-17,chicken
4380,2015-11-13,UHT-milk
1829,2015-04-19,pip fruit
3745,2015-03-25,root vegetables
1127,2015-04-05,citrus fruit
4943,2015-10-22,brown bread
3294,2015-11-22,grapes
2031,2015-01-08,rolls/buns
1641,2015-08-17,other vegetables
1114,2015-09-04,root vegetables
1910,2015-10-01,sliced cheese
4340,2015-10-27,soft cheese
2937,2015-01-10,rolls/buns
2727,2015-01-01,hamburger meat
2812,2015-12-08,whipped/sour cream
4659,2015-04-22,grapes
4091,2015-06-06,other vegetables
2915,2015-11-04,citrus fruit
2795,2015-05-03,rolls/buns
1781,2015-01-24,tropical fruit
2476,2015-08-24,pip fruit
3405,2015-08-20,whole milk
3243,2015-01-02,whole milk
4972,2015-12-21,citrus fruit
1574,2015-02-12,frozen fish
2579,2015-10-25,liquor
4322,2015-04-03,misc. beverages
2784,2015-12-24,misc. beverages
1435,2015-04-17,dessert
1471,2015-08-21,tropical fruit
2761,2015-07-24,frozen vegetables
2807,2015-10-13,UHT-milk
4561,2015-06-18,whole milk
2184,2015-12-18,onions
2053,2015-08-19,rolls/buns
4400,2015-01-21,rolls/buns
3429,2015-03-10,fruit/vegetable juice
2771,2015-05-08,long life bakery product
1268,2015-10-19,oil
3235,2015-10-22,whole milk
3816,2015-05-19,root vegetables
2697,2015-02-17,berries
4960,2015-10-19,root vegetables
4334,2015-01-29,bottled beer
1462,2015-01-18,salty snack
1613,2015-11-19,other vegetables
3120,2015-11-08,beef
3396,2015-10-24,frozen fish
4403,2015-04-30,tropical fruit
2432,2015-01-19,tropical fruit
4397,2015-12-27,rolls/buns
4700,2015-02-06,whole milk
2559,2015-10-27,citrus fruit
3759,2015-08-29,newspapers
4470,2015-06-13,tropical fruit
1636,2015-05-20,root vegetables
4870,2015-02-21,hamburger meat
3125,2015-10-05,tropical fruit
1929,2015-11-15,butter
2871,2015-04-21,newspapers
3278,2015-11-29,frozen dessert
2656,2015-06-05,bottled water
3850,2015-01-07,rolls/buns
1789,2015-01-01,hamburger meat
2390,2015-01-18,other vegetables
1162,2015-01-18,white bread
4426,2015-04-24,whole milk
2339,2015-03-28,brown bread
2277,2015-07-24,curd
3863,2015-04-05,beverages
4596,2015-04-22,beverages
4066,2015-12-02,whole milk
4312,2015-07-19,root vegetables
2804,2015-07-05,rolls/buns
2981,2015-06-05,fruit/vegetable juice
1682,2015-04-27,liquor
4586,2015-08-16,rolls/buns
2011,2015-04-16,mayonnaise
2147,2015-04-24,tropical fruit
3476,2015-06-30,meat
3734,2015-12-16,salty snack
4505,2015-11-27,sweet spreads
1333,2015-06-26,curd
3990,2015-05-16,salty snack
3137,2015-07-13,other vegetables
2949,2015-03-25,bottled water
4838,2015-08-09,flower (seeds)
3303,2015-12-21,root vegetables
1803,2015-04-06,onions
2348,2015-11-22,pastry
2193,2015-01-05,whole milk
2693,2015-05-21,white bread
2885,2015-12-26,butter
2629,2015-04-29,onions
1966,2015-10-10,whole milk
4638,2015-08-11,root vegetables
4695,2015-05-11,other vegetables
3523,2015-05-04,brown bread
3592,2015-12-20,canned beer
1871,2015-12-14,tropical fruit
4387,2015-09-06,white bread
1078,2015-08-28,chicken
2989,2015-09-10,citrus fruit
1237,2015-02-22,cleaner
2043,2015-02-03,other vegetables
3936,2015-06-27,other vegetables
4338,2015-04-14,tropical fruit
4270,2015-07-01,nut snack
1950,2015-09-09,other vegetables
2940,2015-01-11,citrus fruit
1287,2015-11-08,soft cheese
1990,2015-03-07,rolls/buns
1346,2015-04-09,white wine
1404,2015-09-28,rolls/buns
3980,2015-05-31,pip fruit
2917,2015-05-27,yogurt
4196,2015-11-06,rolls/buns
4941,2015-04-13,liquor
2085,2015-01-03,soda
4624,2015-08-21,fruit/vegetable juice
3864,2015-05-01,other vegetables
3697,2015-10-04,whole milk
4624,2015-08-13,coffee
2673,2015-04-22,coffee
3943,2015-04-03,baking powder
2432,2015-08-24,whole milk
2901,2015-06-20,domestic eggs
4440,2015-03-01,butter milk
4934,2015-10-13,root vegetables
4256,2015-05-19,specialty bar
1246,2015-06-13,tropical fruit
2305,2015-10-18,tropical fruit
4308,2015-10-22,specialty bar
2262,2015-09-10,whole milk
4963,2015-02-09,other vegetables
4550,2015-01-14,chicken
1734,2015-11-07,napkins
1050,2015-10-10,whipped/sour cream
2788,2015-02-17,dessert
1227,2015-05-08,yogurt
2374,2015-05-17,canned beer
3131,2015-01-31,long life bakery product
1722,2015-11-13,canned beer
3044,2015-04-08,soda
4849,2015-03-14,onions
1418,2015-06-30,citrus fruit
1792,2015-07-06,pork
4218,2015-08-24,soda
1376,2015-04-02,dessert
2944,2015-09-13,dog food
3448,2015-09-26,beef
4188,2015-08-20,soda
1278,2015-01-24,root vegetables
1354,2015-03-17,red/blush wine
1690,2015-03-10,citrus fruit
4364,2015-02-01,brown bread
4783,2015-07-25,other vegetables
3437,2015-04-19,hamburger meat
4534,2015-08-28,tropical fruit
2421,2015-08-05,bottled beer
2938,2015-03-23,curd
2750,2015-10-04,domestic eggs
4258,2015-06-13,yogurt
3023,2015-12-11,beef
4165,2015-11-11,other vegetables
4331,2015-08-17,coffee
2193,2015-04-12,beef
4190,2015-08-24,chicken
4756,2015-11-10,fruit/vegetable juice
3057,2015-07-16,soda
2362,2015-04-05,onions
4402,2015-04-04,cream cheese
4191,2015-11-10,other vegetables
1312,2015-09-07,tropical fruit
4179,2015-08-03,hamburger meat
2608,2015-11-19,yogurt
4991,2015-04-24,yogurt
2517,2015-02-26,whipped/sour cream
4745,2015-04-01,cat food
1248,2015-03-25,margarine
3799,2015-05-22,hamburger meat
2850,2015-01-10,pip fruit
1788,2015-12-02,canned beer
3746,2015-04-05,chicken
1888,2015-10-30,chicken
1123,2015-12-28,pip fruit
4168,2015-09-23,chicken
2979,2015-08-25,pip fruit
1417,2015-08-27,UHT-milk
3529,2015-06-29,pot plants
3119,2015-07-02,tropical fruit
1286,2015-12-19,root vegetables
3670,2015-12-17,rolls/buns
1869,2015-01-11,root vegetables
3219,2015-09-01,tropical fruit
3619,2015-08-24,tropical fruit
3136,2015-04-28,soda
3922,2015-05-29,soda
2204,2015-04-02,other vegetables
1115,2015-09-15,whipped/sour cream
2746,2015-09-16,root vegetables
4957,2015-08-02,whole milk
3814,2015-10-22,bottled water
2435,2015-10-30,citrus fruit
2955,2015-11-30,root vegetables
4412,2015-03-13,UHT-milk
4401,2015-04-30,butter
4046,2015-12-06,meat
1343,2015-10-05,red/blush wine
4854,2015-12-23,root vegetables
2798,2015-06-27,rolls/buns
2912,2015-10-02,whole milk
2941,2015-01-27,rolls/buns
2594,2015-07-25,root vegetables
4383,2015-06-03,whole milk
4291,2015-02-02,whole milk
3122,2015-06-10,root vegetables
1434,2015-11-28,chicken
2206,2015-06-24,frozen vegetables
4758,2015-12-06,pasta
3370,2015-11-24,root vegetables
3295,2015-06-07,hamburger meat
4325,2015-12-11,pip fruit
3089,2015-10-27,butter milk
4758,2015-04-01,rolls/buns
3748,2015-02-16,hamburger meat
1249,2015-10-11,soda
4056,2015-06-16,rolls/buns
4673,2015-06-23,curd
4589,2015-01-24,pork
1995,2015-11-04,other vegetables
2663,2015-03-30,other vegetables
4713,2015-06-27,bottled water
3353,2015-01-24,root vegetables
1043,2015-06-16,napkins
3227,2015-03-01,spices
3210,2015-12-21,citrus fruit
4696,2015-09-08,root vegetables
4573,2015-03-24,soft cheese
4409,2015-05-06,domestic eggs
2994,2015-07-12,whole milk
4233,2015-01-18,chicken
2353,2015-01-18,soda
4561,2015-02-25,rolls/buns
1182,2015-11-16,candy
1223,2015-11-18,citrus fruit
3837,2015-12-01,newspapers
1268,2015-01-30,other vegetables
1649,2015-11-24,rolls/buns
1113,2015-01-07,whole milk
3248,2015-10-25,soups
3803,2015-06-17,butter
2389,2015-10-13,turkey
4266,2015-11-29,yogurt
2719,2015-02-16,whole milk
1679,2015-08-19,rolls/buns
3861,2015-03-18,pip fruit
3402,2015-12-26,flour
3559,2015-11-12,whole milk
4958,2015-05-10,frozen meals
4780,2015-03-09,chewing gum
4162,2015-02-16,curd cheese
3813,2015-12-25,beef
4624,2015-04-22,frozen vegetables
2004,2015-09-14,pip fruit
3978,2015-09-06,baking powder
4124,2015-07-27,light bulbs
4280,2015-03-01,soda
3279,2015-11-26,waffles
4649,2015-09-10,chewing gum
2293,2015-08-26,shopping bags
3030,2015-05-02,citrus fruit
4856,2015-07-08,tropical fruit
3917,2015-05-30,pip fruit
1486,2015-11-30,soda
2334,2015-03-02,root vegetables
2097,2015-03-14,white wine
4169,2015-04-04,rolls/buns
4821,2015-04-20,beverages
1487,2015-04-09,rolls/buns
3308,2015-04-12,other vegetables
2611,2015-04-26,chewing gum
3203,2015-03-04,soda
4166,2015-12-07,other vegetables
1010,2015-03-05,pip fruit
4890,2015-11-30,whole milk
3763,2015-02-04,citrus fruit
1867,2015-02-22,butter
1532,2015-10-11,liquor (appetizer)
2923,2015-03-11,citrus fruit
3489,2015-01-11,whole milk
4370,2015-05-27,yogurt
1086,2015-09-26,canned beer
4156,2015-12-13,packaged fruit/vegetables
2310,2015-03-21,mustard
1073,2015-06-05,yogurt
4818,2015-01-07,pip fruit
2724,2015-04-23,tropical fruit
2570,2015-07-29,yogurt
4495,2015-05-25,long life bakery product
1423,2015-02-26,citrus fruit
2298,2015-10-12,hard cheese
1442,2015-07-28,citrus fruit
4265,2015-04-17,popcorn
3589,2015-03-04,other vegetables
3011,2015-08-29,sugar
4931,2015-09-26,margarine
3068,2015-09-05,hamburger meat
2736,2015-06-10,turkey
2243,2015-10-02,meat
1769,2015-07-16,bottled beer
1361,2015-12-10,whole milk
4708,2015-11-09,pastry
4019,2015-10-31,root vegetables
2441,2015-10-12,root vegetables
2863,2015-07-07,hamburger meat
1196,2015-01-20,pip fruit
4418,2015-02-20,nuts/prunes
2911,2015-03-23,domestic eggs
3101,2015-02-07,meat
4948,2015-04-03,other vegetables
1478,2015-04-07,whipped/sour cream
2126,2015-04-27,other vegetables
2555,2015-12-12,beef
3170,2015-03-29,white bread
2244,2015-07-21,coffee
1666,2015-05-13,pip fruit
4415,2015-03-06,tropical fruit
4785,2015-09-16,soda
4598,2015-12-14,beverages
1636,2015-07-09,white bread
3258,2015-06-15,tropical fruit
4065,2015-10-12,semi-finished bread
1501,2015-05-24,chicken
1120,2015-08-21,tropical fruit
2014,2015-04-21,yogurt
4533,2015-10-17,root vegetables
3017,2015-09-11,frozen meals
2152,2015-09-07,whipped/sour cream
2231,2015-10-05,citrus fruit
3314,2015-08-13,long life bakery product
4211,2015-05-29,whipped/sour cream
4899,2015-05-10,pot plants
1890,2015-04-12,pork
1268,2015-09-26,white wine
3172,2015-03-24,bottled water
1444,2015-04-30,pip fruit
4758,2015-05-08,pip fruit
3125,2015-02-23,pip fruit
3258,2015-12-19,curd
4474,2015-07-18,bottled water
1204,2015-05-25,whole milk
4212,2015-03-14,dessert
3106,2015-01-10,ham
2284,2015-01-06,tropical fruit
3849,2015-01-06,whole milk
2588,2015-01-07,whole milk
3733,2015-08-05,fruit/vegetable juice
4306,2015-07-01,cream cheese
1718,2015-12-03,domestic eggs
2893,2015-01-19,other vegetables
2806,2015-04-06,onions
4710,2015-04-08,pork
2848,2015-07-14,butter
4807,2015-05-02,pickled vegetables
3747,2015-11-05,sausage
2048,2015-11-07,root vegetables
4358,2015-08-11,tropical fruit
1581,2015-02-17,newspapers
3815,2015-09-03,pet care
2176,2015-09-27,rolls/buns
4726,2015-04-01,rolls/buns
1844,2015-04-10,citrus fruit
1458,2015-10-20,pip fruit
4491,2015-09-18,tropical fruit
1013,2015-11-12,root vegetables
1538,2015-06-12,sausage
3420,2015-08-20,pip fruit
2414,2015-06-04,chicken
3714,2015-06-07,other vegetables
2484,2015-03-19,whipped/sour cream
2315,2015-06-03,hamburger meat
4056,2015-05-10,tropical fruit
2630,2015-01-11,root vegetables
2324,2015-04-15,misc. beverages
1185,2015-09-28,ice cream
2415,2015-06-25,candy
3524,2015-03-27,citrus fruit
4583,2015-06-06,tropical fruit
1827,2015-12-03,whole milk
4393,2015-02-05,whole milk
3177,2015-09-13,pip fruit
3201,2015-09-20,cream cheese
4033,2015-02-25,whipped/sour cream
3059,2015-07-12,meat
4006,2015-11-25,pet care
1070,2015-04-10,citrus fruit
1116,2015-08-11,other vegetables
3422,2015-07-27,root vegetables
4720,2015-08-24,UHT-milk
1595,2015-11-09,bottled beer
3776,2015-02-21,shopping bags
1058,2015-05-24,chicken
4313,2015-07-17,white wine
1618,2015-10-30,whole milk
3834,2015-03-21,flour
4493,2015-11-29,waffles
2843,2015-06-06,rum
1754,2015-04-20,whipped/sour cream
2107,2015-10-30,rolls/buns
4157,2015-04-01,salty snack
2029,2015-07-15,other vegetables
1122,2015-09-25,chicken
2993,2015-06-24,yogurt
4938,2015-10-13,berries
2753,2015-07-07,whole milk
3450,2015-04-03,root vegetables
4745,2015-08-14,pip fruit
2520,2015-12-18,dessert
1260,2015-07-09,sausage
4121,2015-04-21,citrus fruit
3145,2015-08-16,citrus fruit
3479,2015-05-10,rolls/buns
1166,2015-02-17,root vegetables
3021,2015-06-22,root vegetables
2489,2015-02-06,bottled beer
3343,2015-06-16,whole milk
3028,2015-01-04,white bread
4866,2015-06-29,citrus fruit
4943,2015-05-01,finished products
1636,2015-08-08,other vegetables
3593,2015-09-21,citrus fruit
2835,2015-07-23,whole milk
1383,2015-03-24,onions
2545,2015-05-26,citrus fruit
4719,2015-09-28,whole milk
2065,2015-07-20,specialty bar
2941,2015-06-13,bottled water
4430,2015-05-21,citrus fruit
4019,2015-05-18,chewing gum
1407,2015-09-10,white bread
2960,2015-09-03,frozen meals
1343,2015-02-07,chicken
4715,2015-01-31,sausage
3174,2015-11-10,bottled water
1623,2015-12-07,canned fish
2506,2015-02-27,bottled water
4799,2015-04-01,dessert
2360,2015-07-09,rolls/buns
4822,2015-08-21,whole milk
1554,2015-02-04,beef
1867,2015-03-18,other vegetables
2148,2015-11-20,tropical fruit
3863,2015-07-19,citrus fruit
1010,2015-08-23,bottled water
2768,2015-05-05,pastry
2218,2015-11-06,candy
3785,2015-08-16,root vegetables
4823,2015-01-05,UHT-milk
1475,2015-03-05,pastry
1052,2015-01-15,root vegetables
2565,2015-09-16,yogurt
4259,2015-07-23,canned beer
1061,2015-07-31,whipped/sour cream
4001,2015-06-11,dessert
1620,2015-07-21,frozen meals
3458,2015-06-27,rolls/buns
2178,2015-10-11,beef
1995,2015-06-14,other vegetables
2161,2015-09-24,root vegetables
3349,2015-07-12,organic sausage
3742,2015-09-26,soda
1244,2015-11-24,candy
3609,2015-05-13,specialty bar
2375,2015-03-31,berries
2974,2015-05-24,tropical fruit
3030,2015-12-06,other vegetables
3737,2015-12-22,whipped/sour cream
3619,2015-03-15,curd
3705,2015-02-28,fruit/vegetable juice
3974,2015-08-25,whole milk
1798,2015-10-06,bottled beer
3272,2015-04-18,whipped/sour cream
2666,2015-05-26,whole milk
2717,2015-01-02,fruit/vegetable juice
1095,2015-03-25,yogurt
1480,2015-12-22,pip fruit
2865,2015-09-23,root vegetables
1482,2015-10-22,rolls/buns
3184,2015-04-20,whole milk
1468,2015-08-21,root vegetables
4077,2015-12-25,bottled water
3888,2015-10-16,pork
3972,2015-04-07,baking powder
2967,2015-05-27,whole milk
3380,2015-08-16,other vegetables
2207,2015-12-03,onions
3600,2015-04-08,butter milk
4618,2015-07-09,cocoa drinks
2680,2015-03-16,other vegetables
1651,2015-03-23,frozen vegetables
2934,2015-03-22,whole milk
2860,2015-09-15,flower soil/fertilizer
1307,2015-11-01,other vegetables
4628,2015-12-15,ham
1240,2015-11-27,soda
3666,2015-06-14,whole milk
4008,2015-10-14,other vegetables
3386,2015-08-07,other vegetables
2472,2015-06-19,herbs
1323,2015-06-18,whole milk
1654,2015-09-08,whole milk
3620,2015-05-17,soda
4952,2015-09-03,beef
3966,2015-01-07,whole milk
1964,2015-03-23,tropical fruit
2504,2015-12-16,curd
4500,2015-02-04,soft cheese
1454,2015-05-03,chicken
1066,2015-02-01,root vegetables
3692,2015-01-09,beef
2445,2015-04-17,pip fruit
1860,2015-01-31,sausage
1153,2015-08-19,chicken
3317,2015-08-10,soda
1957,2015-03-20,root vegetables
4303,2015-11-28,root vegetables
3556,2015-10-04,curd
1282,2015-05-04,other vegetables
4034,2015-08-29,citrus fruit
2807,2015-07-17,whole milk
2232,2015-01-25,domestic eggs
2303,2015-06-12,beef
2050,2015-10-20,UHT-milk
3381,2015-12-05,grapes
3402,2015-05-17,white bread
3072,2015-11-12,hamburger meat
3381,2015-10-30,butter
1367,2015-01-31,whole milk
1895,2015-01-23,onions
3267,2015-11-14,brown bread
4192,2015-02-17,root vegetables
2274,2015-12-04,chicken
4430,2015-10-03,sausage
4329,2015-10-23,tropical fruit
1922,2015-05-30,whole milk
2154,2015-08-14,whole milk
4523,2015-08-06,newspapers
1136,2015-05-02,citrus fruit
3439,2015-04-27,whole milk
2980,2015-11-27,whole milk
2509,2015-08-17,cling film/bags
4845,2015-07-10,butter
3589,2015-07-24,salt
4505,2015-01-18,tropical fruit
2744,2015-05-06,rolls/buns
4236,2015-03-04,chicken
3928,2015-08-07,citrus fruit
1207,2015-04-28,ham
